,year,type,country,sex_,age,species_,fatal_(y/n),date
0,2018,Boating,usa,F,57,white_shark,N,25-Jun-2018
1,2018,Unprovoked,usa,F,11,unspecified,N,18-Jun-2018
2,2018,Invalid,usa,M,48,unspecified,N,09-Jun-2018
3,2018,Unprovoked,australia,M,,unspecified,N,08-Jun-2018
4,2018,Provoked,mexico,M,,tiger_shark,N,04-Jun-2018
5,2018,Unprovoked,australia,M,,unspecified,N,03-Jun-2018
6,2018,Unprovoked,brazil,M,18,tiger_shark,Y,03-Jun-2018
7,2018,Unprovoked,usa,M,52,bull_shark,N,27-May-2018
8,2018,Unprovoked,usa,M,15,unspecified,N,26-May-2018
9,2018,Unprovoked,usa,M,12,unspecified,N,26-May-2018
10,2018,Provoked,australia,M,32,grey_shark,N,24-May-2018
11,2018,Unprovoked,usa,M,10,unspecified,N,21-May-2018
12,2018,Unprovoked,usa,M,10,unspecified,N,13-May-2018
13,2018,Invalid,england,M,21,unspecified,N,13-May-2018
14,2018,Provoked,australia,F,34,unspecified,N,May 2018
15,2018,Unprovoked,south africa,M,,unspecified,N,12-May-2018
16,2018,Questionable,australia,M,,unspecified,N,09-May-2018
17,2018,Unprovoked,thailand,M,,unspecified,N,Reported 30-Apr-2018
18,2018,Unprovoked,costa rica,M,30,tiger_shark,N,28-Apr-2018
19,2018,Unprovoked,australia,M,,unspecified,N,28-Apr-2018
20,2018,Questionable,australia,M,,unspecified,N,25-Apr-2018
21,2018,Unprovoked,australia,M,60,unspecified,N,25-Apr-2018
22,2018,Unprovoked,australia,M,,white_shark,N,24-Apr-2018
23,2018,Unprovoked,maldives,M,32,tiger_shark,N,23-Apr-2018
24,2018,Unprovoked,south africa,M,33,white_shark,N,22-Apr-2018
25,2018,Unprovoked,usa,M,29,unspecified,N,19-Apr-2018
26,2018,Unprovoked,thailand,M,54,unspecified,N,15-Apr-2018
27,2018,Unprovoked,brazil,M,34,unspecified,,15-Apr-2018
28,2018,Unprovoked,australia,M,41,unspecified,N,15-Apr-2018
29,2018,Unprovoked,australia,M,37,unspecified,N,15-Apr-2018
30,2018,Unprovoked,bahamas,M,,tiger_shark,N,14-Apr-2018
31,2018,Invalid,brazil,M,56,unspecified,N,Reported 10-Apr-2018
32,2018,Unprovoked,new caledonia,,,unspecified,N,09-Apr-2018
33,2018,Unprovoked,bahamas,M,12,unspecified,N,05-Apr-2018
34,2018,Unprovoked,south africa,M,19,white_shark,N,03-Apr-2018
35,2018,Unprovoked,usa,M,25,tiger_shark,N,31-Mar-2018
36,2018,Unprovoked,australia,M,10,unspecified,N,14-Mar-2018
37,2018,Unprovoked,australia,M,69,unspecified,N,9-Mar-2018
38,2018,Unprovoked,australia,M,18,unspecified,N,9-Mar-2018
39,2018,Unprovoked,south africa,M,38,unspecified,N,24-Feb-2018
40,2018,Unprovoked,australia,F,55,white_shark,N,23-Feb-2018
41,2018,Provoked,australia,M,34,unspecified,N,18-Feb-2018
42,2018,Unprovoked,australia,M,35,unspecified,N,15-Feb-2018
43,2018,Invalid,australia,F,,unspecified,N,14-Feb-2018
44,2018,Invalid,brazil,F,46,unspecified,N,11-Feb-2018
45,2018,Unprovoked,ecuador,M,45,unspecified,N,03-Feb-2018
46,2018,Invalid,australia,M,14,unspecified,N,01-Feb-2018
47,2018,Unprovoked,australia,M,18,unspecified,N,28-Jan-2018
48,2018,Unprovoked,new caledonia,M,40,unspecified,N,21-Jan-2018
49,2018,Unprovoked,australia,M,,grey_shark,N,14-Jan-2018
50,2018,Unprovoked,australia,M,28,white_shark,N,13-Jan-2018
51,2018,Unprovoked,brazil,M,20,unspecified,N,12-Jan-2018
52,2018,Unprovoked,australia,M,,unspecified,N,05-Jan-2018
53,2017,Unprovoked,usa,F,54,tiger_shark,N,31-Dec-2017
54,2017,Unprovoked,usa,F,35,unspecified,N,30-Dec-2017
55,2017,Provoked,malaysia,M,24,unspecified,N,21-Dec-2017
56,2017,Unprovoked,bahamas,F,25,unspecified,N,09-Dec-2017
57,2017,Unprovoked,costa rica,M,26,tiger_shark,N,30-Nov-2017
58,2017,Unprovoked,costa rica,F,49,tiger_shark,Y,30-Nov-2017
59,2017,Sea Disaster,libya,,,unspecified,Y,Reported 25-Nov-2017
60,2017,Unprovoked,usa,M,25,white_shark,N,24-Nov-2017
61,2017,Unprovoked,usa,F,14,unspecified,N,18-Nov-2017
62,2017,Unprovoked,,M,24,unspecified,N,Reported 13-Nov-2017
63,2017,Unprovoked,australia,M,25,unspecified,N,13-Nov-2017
64,2017,Unprovoked,cuba,M,22,tiger_shark,Y,04-Nov-2017
65,2017,Unprovoked,australia,M,7,unspecified,N,Reported 31-Oct-2017
66,2017,Unprovoked,australia,M,31,unspecified,N,28-Oct-2017
67,2017,Unprovoked,usa,M,,unspecified,N,26-Oct-2017
68,2017,Unprovoked,mauritius,M,,unspecified,N,23-Oct-2017
69,2017,Unprovoked,usa,M,17,unspecified,N,23-Oct-2017
70,2017,Unprovoked,usa,F,60,unspecified,N,23-Oct-2017
71,2017,Unprovoked,australia,F,15,white_shark,N,22-Oct-2017
72,2017,Unprovoked,new zealand,M,,unspecified,N,21-Oct-2017
73,2017,Unprovoked,usa,M,,unspecified,N,18-Oct-2017
74,2017,Unprovoked,usa,M,54,tiger_shark,N,09-Oct-2017
75,2017,Unprovoked,usa,F,40,unspecified,N,05-Oct-2017
76,2017,Invalid,south africa,M,31,unspecified,,01-Oct-2017
77,2017,Unprovoked,usa,M,,unspecified,N,25-Sep-2017
78,2017,Unprovoked,australia,M,,white_shark,N,25-Sep-2017
79,2017,Invalid,usa,M,33,unspecified,,24-Sep-2017
80,2017,Unprovoked,usa,M,,unspecified,N,24-Sep-2017
81,2017,Unprovoked,usa,M,,unspecified,N,20-Sep-2017
82,2017,Unprovoked,spain,M,13,unspecified,N,16-Sep-2017
83,2017,Unprovoked,usa,M,28,unspecified,N,16-Sep-2017
84,2017,Invalid,south africa,M,25,unspecified,,15-Sep-2017
85,2017,,samoa,M,,unspecified,N,15-Sep-2017
86,2017,Boating,australia,,,white_shark,N,Sep-2017
87,2017,Unprovoked,usa,M,18,unspecified,N,13-Sep-2017
88,2017,Unprovoked,australia,M,,unspecified,N,10-Sep-2017
89,2017,Unprovoked,australia,M,35,white_shark,N,10-Sep-2017
90,2017,Unprovoked,solomon islands,M,,unspecified,N,Reported 06-Sep-2017
91,2017,Unprovoked,south africa,M,,unspecified,Y,03-Sep-2017
92,2017,Unprovoked,japan,M,42,unspecified,N,03-Sep-2017
93,2017,Unprovoked,usa,M,,unspecified,N,02-Sep-2017
94,2017,Unprovoked,usa,F,,unspecified,N,02-Sep-2017
95,2017,Unprovoked,usa,M,17,unspecified,N,02-Sep-2017
96,2017,Unprovoked,australia,M,37,white_shark,N,29-Aug-2017
97,2017,Unprovoked,usa,F,3,unspecified,N,27-Aug-2017
98,2017,Invalid,spain,F,11,unspecified,,26-Aug-2017
99,2017,Unprovoked,new zealand,M,,unspecified,N,26-Aug-2017
100,2017,Unprovoked,usa,M,69,white_shark,N,23-Aug-2017
101,2017,Unprovoked,bahamas,M,,unspecified,N,18-Aug-2017
102,2017,Unprovoked,usa,M,13,unspecified,N,10-Aug-2017
103,2017,Unprovoked,egypt,F,20,white_shark,N,05-Aug-2017
104,2017,Provoked,usa,M,34,unspecified,N,03-Aug-2017
105,2017,Boating,usa,M,,white_shark,N,01-Aug-2017
106,2017,Unprovoked,usa,M,15,unspecified,N,31-Jul-2017
107,2017,Invalid,usa,M,10,unspecified,,29-Jul-2017
108,2017,Unprovoked,usa,F,12,unspecified,N,29-Jul-2017
109,2017,Unprovoked,bahamas,F,,unspecified,N,27-Jul-2017
110,2017,Unprovoked,bahamas,M,,unspecified,N,Reported 26-Jul-2017
111,2017,Unprovoked,"st helena, british overseas territory",M,37,unspecified,N,24-Jul-2017
112,2017,Unprovoked,usa,F,,tiger_shark,N,23-Jul-2017
113,2017,Unprovoked,spain,F,,unspecified,N,23-Jul-2017
114,2017,Unprovoked,usa,F,40,unspecified,N,22-Jul-2017
115,2017,Invalid,usa,F,8,unspecified,,20-Jul-2017
116,2017,Boating,usa,M,40,white_shark,N,20-Jul-2017
117,2017,Unprovoked,usa,M,50,white_shark,N,20-Jul-2017
118,2017,Unprovoked,usa,M,,white_shark,N,14-Jul-2017
119,2017,Unprovoked,australia,M,,unspecified,N,14-Jul-2017
120,2017,Boating,usa,M,,white_shark,N,11-Jul-2017
121,2017,Unprovoked,usa,M,46,unspecified,N,09-Jul-2017
122,2017,Provoked,mexico,M,32,tiger_shark,N,Reported 07-Jul-2017
123,2017,Unprovoked,south africa,F,13,white_shark,N,07-Jul-2017
124,2017,Invalid,comoros,,,unspecified,,02-Jul-2017
125,2017,Invalid,usa,M,,unspecified,,29-Jun-2017
126,2017,Unprovoked,usa,F,16,unspecified,N,21-Jun-2017
127,2017,Unprovoked,usa,M,,unspecified,N,19-Jun-2017
128,2017,Unprovoked,usa,F,14,unspecified,N,18-Jun-2017
129,2017,Unprovoked,reunion,M,34,unspecified,N,18-Jun-2017
130,2017,Unprovoked,spain,M,82,unspecified,N,17-Jun-2017
131,2017,Unprovoked,french polynesia,M,,unspecified,N,2017.06.05
132,2017,Unprovoked,bahamas,F,,unspecified,N,Reported 14-Jun-2017
133,2017,Unprovoked,australia,M,48,white_shark,N,11-Jun-2017
134,2017,Unprovoked,australia,F,,unspecified,N,10-Jun-2017
135,2017,Unprovoked,usa,M,19,unspecified,N,10-Jun-2017
136,2017,Unprovoked,united kingdom,M,30,unspecified,N,Reported 07-Jun-2017
137,2017,Unprovoked,usa,M,,unspecified,N,04-Jun-2017
138,2017,Unprovoked,bahamas,F,32,tiger_shark,N,02-Jun-2017
139,2017,Provoked,usa,F,20,unspecified,N,30-May-2017
140,2017,Unprovoked,usa,M,,tiger_shark,N,28-May-2017
141,2017,Invalid,australia,M,73,unspecified,N,27-May-2017
142,2017,Unprovoked,united arab emirates,M,41,unspecified,N,12-May-2017
143,2017,Provoked,australia,M,29,unspecified,N,Reported 06-May-2017
144,2017,Unprovoked,mexico,M,33,unspecified,Y,05-May-2017
145,2017,Invalid,usa,F,18,unspecified,,03-May-2017
146,2017,Unprovoked,usa,F,,unspecified,N,29-Apr-2017
147,2017,Unprovoked,south africa,M,14,unspecified,N,29-Apr-2017
148,2017,Unprovoked,usa,F,33,unspecified,N,29-Apr-2017
149,2017,Unprovoked,reunion,M,28,unspecified,Y,29-Apr-2017
150,2017,Unprovoked,new zealand,F,20,unspecified,N,27-Apr-2017
151,2017,Invalid,usa,F,,unspecified,,26-Apr-2017
152,2017,Unprovoked,"st helena, british overseas territory",F,40,unspecified,N,22-Apr-2017
153,2017,Invalid,usa,M,,unspecified,,20-Apr-2017
154,2017,Unprovoked,usa,,,unspecified,N,17-Apr-2017
155,2017,Unprovoked,australia,F,17,white_shark,Y,17-Apr-2017
156,2017,Unprovoked,usa,M,28,tiger_shark,N,14-Apr-2017
157,2017,Unprovoked,usa,M,17,unspecified,N,13-Apr-2017
158,2017,Unprovoked,usa,F,,unspecified,N,12-Apr-2017
159,2017,Invalid,south africa,M,68,unspecified,,12-Apr-2017
160,2017,Unprovoked,usa,F,35,unspecified,N,11-Apr-2017
161,2017,Unprovoked,usa,F,10,unspecified,N,10-Apr-2017
162,2017,Unprovoked,usa,F,21,unspecified,N,10-Apr-2017
163,2017,Unprovoked,usa,M,16,unspecified,N,06-Apr-2017
164,2017,Unprovoked,usa,F,51,unspecified,N,05-Apr-2017
165,2017,Unprovoked,australia,M,39,unspecified,N,02-Apr-2017
166,2017,Unprovoked,usa,F,17,unspecified,N,02-Apr-2017
167,2017,Unprovoked,usa,M,58,unspecified,N,27-Mar-2017
168,2017,Unprovoked,australia,M,30,unspecified,N,19-Mar-2017
169,2017,Boating,usa,M,,white_shark,N,18-Mar-2017
170,2017,Unprovoked,philippines,M,25,unspecified,N,11-Mar-2017
171,2017,Unprovoked,bahamas,M,58,bull_shark,N,Reported 09-Mar-2017
172,2017,Unprovoked,australia,F,,unspecified,N,25-Feb-2017
173,2017,Unprovoked,australia,M,,unspecified,N,24-Feb-2017
174,2017,Unprovoked,reunion,M,26,unspecified,Y,21-Feb-2017
175,2017,Unprovoked,australia,M,26,unspecified,N,17-Feb-2017
176,2017,Unprovoked,usa,M,22,unspecified,N,11-Feb-2017
177,2017,Provoked,brazil,F,,bull_shark,N,06-Feb-2017
178,2017,Boating,south africa,M,,tiger_shark,N,06-Feb-2017
179,2017,Boating,usa,,,white_shark,N,01-Feb-2017
180,2017,Unprovoked,bahamas,M,37,unspecified,N,01-Feb-2017
181,2017,Unprovoked,brazil,M,21,unspecified,N,24-Jan-2017
182,2017,Unprovoked,usa,M,,unspecified,N,22-Jan-2017
183,2017,Unprovoked,australia,M,55,unspecified,N,21-Jan-2017
184,2017,Unprovoked,australia,M,57,unspecified,N,13-Jan-2017
185,2017,Unprovoked,usa,M,,unspecified,N,13-Jan-2017
186,2017,Unprovoked,indonesia,M,48,unspecified,N,09-Jan-2017
187,2017,Unprovoked,usa,M,47,unspecified,N,05-Jan-2017
188,2017,Invalid,australia,M,20,unspecified,,03-Jan-2017
189,2016,Unprovoked,usa,M,16,unspecified,N,27-Dec-2016
190,2016,Unprovoked,australia,F,,unspecified,N,24-Dec-2016
191,2016,Unprovoked,south africa,M,55,white_shark,N,19-Dec-2016
192,2016,Unprovoked,australia,M,61,unspecified,N,14-Dec-2016
193,2016,Unprovoked,french polynesia,M,40,unspecified,N,11-Dec-2016
194,2016,Invalid,usa,M,19,unspecified,,11-Dec-2016
195,2016,Provoked,australia,M,20,unspecified,N,06-Dec-2016
196,2016,Unprovoked,australia,M,65,white_shark,N,01-Dec-2016
197,2016,Provoked,australia,M,73,unspecified,N,28-Nov-2016
198,2016,Unprovoked,usa,F,58,tiger_shark,N,14-Nov-2016
199,2016,Unprovoked,usa,M,41,unspecified,N,30-Oct-2016
200,2016,Unprovoked,usa,M,42,unspecified,N,29-Oct-2016
201,2016,Unprovoked,australia,M,36,unspecified,N,24-Oct-2016
202,2016,Unprovoked,usa,M,36,unspecified,N,21-Oct-2016
203,2016,Unprovoked,australia,M,,unspecified,N,15-Oct-2016
204,2016,Unprovoked,usa,F,66,unspecified,N,14-Oct-2016
205,2016,Invalid,mexico,M,,white_shark,,13-Oct-2016
206,2016,Unprovoked,australia,M,25,unspecified,N,12-Oct-2016
207,2016,Unprovoked,usa,M,29,unspecified,N,10-Oct-2016
208,2016,Unprovoked,usa,M,21,unspecified,N,02-Oct-2016
209,2016,Unprovoked,usa,M,32,unspecified,N,01-Oct-2016
210,2016,Unprovoked,australia,M,17,white_shark,N,26-Sep-2016
211,2016,Unprovoked,usa,M,16,unspecified,N,18-Sep-2016
212,2016,Unprovoked,usa,M,36,unspecified,N,18-Sep-2016
213,2016,Unprovoked,usa,M,43,unspecified,N,18-Sep-2016
214,2016,Unprovoked,usa,M,43,unspecified,N,17-Sep-2016
215,2016,Unprovoked,australia,M,,unspecified,N,17-Sep-2016
216,2016,Unprovoked,australia,M,,unspecified,N,16-Sep-2016
217,2016,Boating,australia,,,unspecified,N,15-Sep-2016
218,2016,Unprovoked,usa,M,60,unspecified,N,11-Sep-2016
219,2016,Unprovoked,usa,F,51,tiger_shark,N,07-Sep-2016
220,2016,Unprovoked,new caledonia,M,50,unspecified,Y,06-Sep-2016
221,2016,Unprovoked,usa,F,12,unspecified,N,05-Sep-2016
222,2016,Unprovoked,australia,M,,unspecified,N,05-Sep-2016
223,2016,Unprovoked,usa,M,9,unspecified,N,04-Sep-2016
224,2016,Unprovoked,usa,M,22,white_shark,N,01-Sep-2016
225,2016,Invalid,mexico,,,unspecified,,Sep-2016
226,2016,Unprovoked,usa,M,25,unspecified,N,29-Aug-2016
227,2016,Unprovoked,usa,M,37,unspecified,N,29-Aug-2016
228,2016,Unprovoked,reunion,M,20,unspecified,N,27-Aug-2016
229,2016,Unprovoked,usa,M,49,unspecified,N,25-Aug-2016
230,2016,Unprovoked,bahamas,M,15,unspecified,N,07-Aug-2016
231,2016,Unprovoked,usa,M,21,tiger_shark,N,06-Aug-2016
232,2016,Unprovoked,usa,M,22,unspecified,N,04-Aug-2016
233,2016,Unprovoked,spain,M,40,unspecified,N,29-Jul-2016
234,2016,Unprovoked,china,M,72,unspecified,N,28-Jul-2016
235,2016,Boating,australia,M,,white_shark,N,28-Jul-2016
236,2016,Provoked,usa,M,43,unspecified,N,27-Jul-2016
237,2016,Unprovoked,australia,M,18,unspecified,N,26-Jul-2016
238,2016,Unprovoked,japan,M,29,unspecified,N,24-Jul-2016
239,2016,Unprovoked,australia,M,36,unspecified,N,23-Jul-2016
240,2016,Unprovoked,bahamas,M,,unspecified,N,23-Jul-2016
241,2016,Provoked,australia,M,31,unspecified,N,20-Jul-2016
242,2016,Boating,usa,,,tiger_shark,N,17-Jul-2016
243,2016,Unprovoked,usa,F,9,unspecified,N,16-Jul-2016
244,2016,Unprovoked,usa,F,11,unspecified,N,16-Jul-2016
245,2016,Unprovoked,usa,M,61,white_shark,N,15-Jul-2016
246,2016,Unprovoked,usa,M,,unspecified,N,15-Jul-2016
247,2016,Unprovoked,bahamas,M,,bull_shark,N,Reported  14-Jul-2016
248,2016,Unprovoked,spain,F,10,unspecified,N,Reported 08-Jul-2016
249,2016,Boating,usa,M,,white_shark,N,08-Jul-2016
250,2016,Provoked,usa,M,59,unspecified,N,07-Jul-2016
251,2016,Boating,usa,M,,white_shark,N,07-Jul-2016
252,2016,Unprovoked,usa,F,42,unspecified,N,06-Jul-2016
253,2016,Provoked,australia,M,34,unspecified,N,04-Jul-2016
254,2016,Unprovoked,usa,M,35,unspecified,N,27-Jun-2016
255,2016,Unprovoked,usa,M,11,unspecified,N,25-Jun-2016
256,2016,Unprovoked,columbia,M,59,unspecified,N,24-Jun-2016
257,2016,Unprovoked,south africa,M,43,white_shark,N,23-Jun-2016
258,2016,Unprovoked,usa,M,42,unspecified,N,21-Jun-2016
259,2016,Unprovoked,usa,M,,unspecified,N,21-Jun-2016
260,2016,Unprovoked,usa,M,,unspecified,N,15-Jun-2016
261,2016,Provoked,australia,M,19,unspecified,N,15-Jun-2016
262,2016,Unprovoked,usa,F,6,unspecified,N,14-Jun-2016
263,2016,Unprovoked,usa,M,19,unspecified,N,11-Jun-2016
264,2016,Invalid,usa,M,27,unspecified,,07-Jun-2016
265,2016,Unprovoked,usa,M,64,unspecified,N,05-Jun-2016
266,2016,Unprovoked,australia,F,60,unspecified,Y,05-Jun-2016
267,2016,Unprovoked,egypt,M,23,unspecified,N,04-Jun-2016
268,2016,Unprovoked,australia,M,,unspecified,,02-Jun-2016
269,2016,Unprovoked,new caledonia,M,,unspecified,N,02-Jun-2016
270,2016,Unprovoked,australia,M,29,white_shark,Y,31-May-2016
271,2016,Unprovoked,usa,F,52,unspecified,N,29-May-2016
272,2016,Unprovoked,usa,M,13,unspecified,N,29-May-2016
273,2016,Unprovoked,usa,F,57,unspecified,N,22-May-2016
274,2016,Unprovoked,usa,F,22,unspecified,N,21-May-2016
275,2016,Unprovoked,usa,F,11,unspecified,N,21-May-2016
276,2016,Unprovoked,usa,M,48,unspecified,N,18-May-2016
277,2016,Provoked,usa,F,23,unspecified,N,15-May-2016
278,2016,Unprovoked,usa,M,59,unspecified,N,03-May-2016
279,2016,Provoked,new zealand,M,39,unspecified,N,02-May-2016
280,2016,Unprovoked,indonesia,M,24,unspecified,N,25-Apr-2016
281,2016,Unprovoked,usa,M,15,unspecified,N,23-Apr-2016
282,2016,Unprovoked,south africa,M,,white_shark,N,22-Apr-2016
283,2016,Unprovoked,australia,M,12,unspecified,N,19-Apr-2016
284,2016,Provoked,french polynesia,M,22,grey_shark,M,18-Apr-2016
285,2016,Provoked,french polynesia,M,26,grey_shark,N,18-Apr-2016
286,2016,Unprovoked,usa,M,26,unspecified,N,13-Apr-2016
287,2016,Unprovoked,new caledonia,F,69,tiger_shark,Y,09-Apr-2016
288,2016,Invalid,cape verde,M,60,unspecified,,08-Apr-2016
289,2016,Unprovoked,usa,M,34,unspecified,N,07-Apr-2016
290,2016,Invalid,usa,M,,unspecified,,07-Apr-2016
291,2016,Unprovoked,usa,F,46,unspecified,N,31-Mar-2016
292,2016,Unprovoked,australia,M,22,unspecified,N,30-Mar-2016
293,2016,Unprovoked,usa,M,,unspecified,,28-Mar-2016
294,2016,Unprovoked,australia,M,41,unspecified,N,28-Mar-2016
295,2016,Provoked,bahamas,M,9,unspecified,N,26-Mar-2016
296,2016,Invalid,usa,,,unspecified,,13-Mar-2016
297,2016,Unprovoked,usa,M,19,unspecified,N,11-Mar-2016
298,2016,Unprovoked,fiji,M,45,unspecified,Y,10-Mar-2016
299,2016,Unprovoked,usa,M,12,unspecified,N,04-Mar-2016
300,2016,Unprovoked,australia,M,,unspecified,N,Reported 03-Mar-2016
301,2016,Unprovoked,brazil,M,41,tiger_shark,N,02-Mar-2016
302,2016,Unprovoked,new caledonia,M,21,unspecified,N,22-Feb-2016
303,2016,Unprovoked,new caledonia,M,31,unspecified,N, 19-Feb-2016
304,2016,Unprovoked,dominican republic,F,,unspecified,N,12-Feb-2016
305,2016,Invalid,cayman islands,M,65,unspecified,,Reported 10-Feb-2016
306,2016,Invalid,australia,M,,unspecified,,10-Feb-2016
307,2016,Unprovoked,australia,F,45,unspecified,N,05-Feb-2016
308,2016,Unprovoked,australia,M,40,unspecified,N,04-Feb-2016
309,2016,Unprovoked,brazil,M,41,tiger_shark,N,02-Feb-2016
310,2016,Boating,south africa,M,,unspecified,N,29-Jan-2016
311,2016,Unprovoked,usa,M,,unspecified,N,28-Jan-2016
312,2016,Unprovoked,usa,F,15,unspecified,N,25-Jan-2016
313,2016,Unprovoked,usa,M,,unspecified,N,24-Jan-2016
314,2016,Boating,united arab emirates,M,,unspecified,N,24-Jan-2016
315,2016,Unprovoked,usa,M,48,tiger_shark,N,23-Jan-2016
316,2016,Unprovoked,australia,M,,unspecified,N,Reported 11-Jan-2016
317,2016,Unprovoked,australia,M,11,unspecified,N,05-Jan-2016
318,2016,Unprovoked,australia,M,31,unspecified,N,02-Jan-2016
319,2015,Boating,south africa,M,,white_shark,N,26-Dec-2015
320,2015,Unprovoked,spain,F,38,unspecified,N,25-Dec-2015
321,2015,Unprovoked,usa,M,71,unspecified,N,22-Dec-2015
322,2015,Unprovoked,australia,M,43,unspecified,N,21-Dec-2015
323,2015,Unprovoked,brazil,M,32,tiger_shark,N,21-Dec-2015
324,2015,Unprovoked,aruba,M,58,unspecified,Y,19-Dec-2015
325,2015,Boating,australia,,,white_shark,N,13-Dec-2015
326,2015,Unprovoked,bahamas,M,26,unspecified,N,11-Dec-2015
327,2015,Unprovoked,south africa,F,22,unspecified,N,08-Dec-2015
328,2015,Unprovoked,ecuador,M,55,unspecified,N,20-Nov-2015
329,2015,Unprovoked,usa,M,,unspecified,N,16-Nov-2015
330,2015,Unprovoked,usa,F,,unspecified,N,15-Nov-2015
331,2015,Unprovoked,usa,M,28,unspecified,N,15-Nov-2015
332,2015,Unprovoked,australia,M,20,unspecified,N,10-Nov-2015
333,2015,Invalid,usa,F,9,unspecified,,07-Nov-2015
334,2015,Unprovoked,usa,M,54,unspecified,N,03-Nov-2015
335,2015,Unprovoked,usa,F,28,unspecified,N,01-Nov-2015
336,2015,Unprovoked,mozambique,M,19,unspecified,N,01-Nov-2015
337,2015,Unprovoked,australia,M,50,unspecified,N,30-Oct-2015
338,2015,Unprovoked,usa,M,10,unspecified,N,28-Oct-2015
339,2015,Unprovoked,south africa,M,42,white_shark,N,25-Oct-2015
340,2015,Unprovoked,usa,M,21,unspecified,N,21-Oct-2015
341,2015,Unprovoked,usa,M,21,unspecified,N,19-Oct-2015
342,2015,Unprovoked,mozambique,F,35,unspecified,Y,17-Oct-2015
343,2015,Invalid,usa,M,32,unspecified,,17-Oct-2015
344,2015,Unprovoked,usa,M,44,tiger_shark,N,17-Oct-2015
345,2015,Boating,usa,M,,unspecified,N,13-Oct-2015
346,2015,Unprovoked,usa,F,9,unspecified,N,09-Oct-2015
347,2015,Unprovoked,usa,M,25,tiger_shark,N,09-Oct-2015
348,2015,Unprovoked,mozambique,M,,unspecified,N,08-Oct-2015
349,2015,Unprovoked,australia,M,18,unspecified,N,07-Oct-2015
350,2015,Unprovoked,usa,M,22,unspecified,N,05-Oct-2015
351,2015,Unprovoked,usa,M,13,unspecified,N,05-Oct-2015
352,2015,Unprovoked,usa,M,14,unspecified,N,04-Oct-2015
353,2015,Unprovoked,usa,M,22,unspecified,N,29-Sep-2015
354,2015,Unprovoked,australia,F,7,unspecified,N,26-Sep-2015
355,2015,Boating,usa,M,,white_shark,N,24-Sep-2015
356,2015,Unprovoked,usa,M,14,unspecified,N,20-Sep-2015
357,2015,Unprovoked,usa,M,27,tiger_shark,N,20-Sep-2015
358,2015,Unprovoked,usa,M,12,unspecified,N,20-Sep-2015
359,2015,Unprovoked,usa,M,16,unspecified,N,20-Sep-2015
360,2015,Boating,usa,M,,unspecified,N,19-Sep-2015
361,2015,Unprovoked,usa,M,,unspecified,N,18-Sep-2015
362,2015,Unprovoked,usa,M,20,unspecified,N,17-Sep-2015
363,2015,Unprovoked,australia,M,42,unspecified,N,08-Sep-2015
364,2015,Unprovoked,usa,F,50,white_shark,N,06-Sep-2015
365,2015,Provoked,usa,M,29,unspecified,N,05-Sep-2015
366,2015,Unprovoked,australia,M,62,white_shark,N,04-Sep-2015
367,2015,Unprovoked,usa,M,,unspecified,N,03-Sep-2015
368,2015,Unprovoked,thailand,F,37,unspecified,N,01-Sep-2015
369,2015,Unprovoked,fiji,M,,tiger_shark,N,Sep-2015
370,2015,Unprovoked,usa,F,54,white_shark,N,29-Aug-2015
371,2015,Unprovoked,usa,M,21,white_shark,N,29-Aug-2015
372,2015,Invalid,usa,M,,unspecified,,22-Aug-2015
373,2015,Unprovoked,australia,M,38,unspecified,N,22-Aug-2015
374,2015,Unprovoked,usa,M,15,unspecified,N,20-Aug-2015
375,2015,Unprovoked,usa,F,10,unspecified,N,19-Aug-2015
376,2015,Boating,usa,M,22,white_shark,N,18-Aug-2015
377,2015,Invalid,spain,M,10,unspecified,,18-Aug-2015
378,2015,Provoked,usa,M,57,unspecified,N,10-Aug-2015
379,2015,Unprovoked,australia,M,52,white_shark,N,31-Jul-2015
380,2015,Unprovoked,costa rica,M,47,unspecified,N,28-Jul-2015
381,2015,,australia,M,40,unspecified,,27-Jul-2015
382,2015,Unprovoked,usa,M,25,unspecified,N,26-Jul-2015
383,2015,Invalid,usa,F,35,unspecified,,26-Jul-2015
384,2015,Unprovoked,australia,M,46,white_shark,Y,25-Jul-2015
385,2015,Provoked,usa,M,31,unspecified,N,23-Jul-2015
386,2015,Unprovoked,australia,M,40,unspecified,N,23-Jul-2015
387,2015,Unprovoked,reunion,M,45,unspecified,N,22-Jul-2015
388,2015,Unprovoked,south africa,M,34,white_shark,N,19-Jul-2015
389,2015,Unprovoked,usa,M,38,white_shark,N,10-Jul-2015
390,2015,Invalid,usa,M,39,unspecified,,08-Jul-2015
391,2015,Invalid,french polynesia,M,,unspecified,,06-Jul-2015
392,2015,Unprovoked,bahamas,F,23,unspecified,N,04-Jul-2015
393,2015,Unprovoked,usa,M,32,unspecified,N,04-Jul-2015
394,2015,Unprovoked,australia,M,52,white_shark,N,03-Jul-2015
395,2015,Unprovoked,australia,M,32,white_shark,N,02-Jul-2015
396,2015,Unprovoked,usa,M,68,unspecified,N,01-Jul-2015
397,2015,Unprovoked,australia,M,,unspecified,N,30-Jun-2015
398,2015,Unprovoked,usa,M,12,unspecified,N,30-Jun-2015
399,2015,Unprovoked,usa,M,18,unspecified,N,27-Jun-2015
400,2015,Unprovoked,south africa,M,19,white_shark,N,27-Jun-2015
